"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"46803","col","","","Willwood","-108.771721","44.671162","MP-234","","","1","Wasatchian","","56","51.1","11717"
"46806","col","","","Willwood","-108.749161","44.680443","MP-237","","","1","Wasatchian","","56","51.1","11717"
"46807","col","","","Willwood","-108.767265","44.659100","MP-238","","","1","Wasatchian","","56","51.1","11717"
"46809","col","","","Willwood","-108.774200","44.662388","MP-240","","","1","Wasatchian","","56","51.1","11717"
"46819","col","","","Willwood","-108.797401","44.662567","MP-252","","","1","Wasatchian","","56","51.1","11717"
"46875","col","","","Wessex","-1.410350","50.635109","Grange Chine cliff face (MIWG/BMNH)","","","4","Late Barremian","","125.77","121.4","71233"
"46878","col","","","Shishugou","90.064598","44.837215","Jiangjunmiao theropod (CCDP)","","","1","Callovian","","165.3","161.5","13360"
"46881","col","","","Bayangobi","106.083336","41.166668","Elesitai, SCDP","","Alxa","2","Aptian","","121.4","113.2","13174"
"46888","col","","","Galula","33.200001","-8.933333","TZ-07, Rukwa Valley","","RRBP TZ-07","5","Cenomanian","Campanian","100.5","72.2","12458"
"46889","col","","","","-2.428889","51.622501","Tytherington Quarry, Fissure 2 (Bristol Channel)","","ST 660 890, ST 660890","2","Carnian","","237","227.3","56028"
"46894","col","","","Maevarano","46.583302","-15.900000","MAD93-81 (SUNY)","","","1","Maastrichtian","","72.2","66","12459"
"46897","col","","","Ankazomihaboka","46.700001","-16.166670","MAD96-18 (SUNY)","","","2","Coniacian","Santonian","89.8","83.6","12460"
"46903","col","","","Lufeng","102.083000","25.132999","Xinwa, Jingshan","","Xinwa Village, Town of Jinshan","1","Hettangian","","201.4","199.5","12462"
"46904","col","","","Bayan Mandahu","106.742096","41.800480","SCDP site 102, Bayan Mandahu","","Sino-Canadian Dinosaur Project, North Canyon","2","Campanian","","83.6","72.2","5680"
"46905","col","","","Ejinhoro","109.976997","39.120300","Yangpo, Ordos (SCDP)","","Yangpucie, Yang-Paul","4","Valanginian","Albian","137.05","100.5","12466"
"46906","col","","","Ejinhoro","109.976997","39.033401","Alouchaideng (SCDP)","","Alucaideng","1","Valanginian","Albian","137.05","100.5","13174"
"46907","col","","","Ejinhoro","108.339500","39.883999","SCDP Ulan Obo vertebrate site","","","1","Valanginian","Albian","137.05","100.5","12466"
"46929","col","","","Ejinhoro","108.735001","39.704899","SCDP Hangginqi psittacosaur site","","","1","Valanginian","Albian","137.05","100.5","12466"
"46931","col","","","Luohandong","108.083336","38.916668","Laolonghuozi, Ordos Basin","","Laolonghuoze, SCDP","5","Valanginian","Early Hauterivian","137.05","125.77","13174"
"46934","col","","","Ejinhoro","108.410004","39.360001","Huamuxiao, Ordos Basin","","Muhuaxiao, Ordos, SCDP","5","Valanginian","Albian","137.05","100.5","13174"
"46951","col","","","Dinosaur Park","-111.505226","50.746635","RTMP Quarry 187, Little Sandhill Creek","","","1","Late Campanian","","83.6","72.2","12473"
"46952","col","","","Dinosaur Park","-111.514618","50.739815","RTMP Quarry Q112, Sand Creek (111 ft level) [NMC]","","Sternberg Quarry 67","1","Late Campanian","","83.6","72.2","18581"
"46953","col","","","Dinosaur Park","-111.491814","50.737179","RTMP BB 75","","Bonebed 75, JR075, L0075","7","Late Campanian","","83.6","72.2","5721"
"46954","col","","","Dinosaur Park","-111.488899","50.742401","Dinosaur Provincial Park (RTMP)","","DPP","2","Late Campanian","","83.6","72.2","9243"
"46955","col","","","Ville","6.450000","50.900002","Hambach mine horizon 6C","","Hambach 6C","1","MN 5","","15.98","13.82","12472"
"46956","col","","","Dinosaur Park","-111.693703","50.131302","Bow River, Hays","","","1","Late Campanian","","83.6","72.2","9243"
"46957","col","","","Dinosaur Park","-111.413925","50.765400","north side, Red Deer River (RTMP)","","DPP, Dinosaur Provincial Park","1","Late Campanian","","83.6","72.2","33966"
"46958","col","","","Dinosaur Park","-110.017197","50.757000","Sandy Point, East Coulee","","","2","Late Campanian","","83.6","72.2","9243"
"46959","col","","","Bissekty","62.655315","42.117294","CDZh-17a, Dzharakuduk II, Kulbeke","","Dzarakuduk, Dzhyrakuduk","13","Middle Turonian","Late Turonian","93.9","89.8","64195"
"46973","col","","","Bayan Mandahu","106.741631","41.762276","Nigerndeg bonebed, Bayan Mandahu site 36","","Sino-Canadian Dinosaur Project, Castle Butte","1","Campanian","","83.6","72.2","12477"
"46974","col","","","Shishugou","88.949997","45.133331","Pingfengshan","","","3","Oxfordian","","161.5","154.8","19693"
"46984","col","","","Fruitland","-108.173401","36.256599","UNM 77-71","","","1","Late Campanian","","83.6","72.2","12486"
"46985","col","","","Fruitland","-108.262703","36.256599","UNM 77-90","","","1","Late Campanian","","83.6","72.2","12486"
"46986","col","","","Fruitland","-108.244797","36.271099","UNM 77-92","","","1","Late Campanian","","83.6","72.2","12486"
"46989","col","","","Fruitland","-108.226997","36.271099","UNM 77-127","","","1","Late Campanian","","83.6","72.2","12486"
"46990","col","","","Fruitland","-108.209099","36.183899","UNM 77-187","","","1","Late Campanian","","83.6","72.2","12486"
"46991","col","","","Kirtland","-108.084198","36.343899","NMMNH L-3334","","UNM V-144","1","Late Campanian","","83.6","72.2","12486"
"46992","col","","","Ojo Alamo","-108.030701","36.314800","Barrel Springs arroyo (UNM V-143)","","Alamosaurus type site, Bauer 67, NMMNH Loc. L-4225","4","Late Maastrichtian","","72.2","66","14568"
"46993","col","","","Kirtland","-108.084198","36.343899","NMMNH L-3333, Willow Wash","","UNM V-142","1","Late Campanian","","83.6","72.2","12486"
"46994","col","","","Kirtland","-108.102097","36.343899","UNM V-141","","","1","Late Campanian","","83.6","72.2","12486"
"46995","col","","","Kirtland","-107.923599","36.154800","UNM 77-784","","","1","Late Campanian","","83.6","72.2","12486"
"46996","col","","","Kirtland","-107.941498","36.154800","UNM 77-779","","","1","Late Campanian","","83.6","72.2","12486"
"47008","col","","","Ojo Alamo","-107.959297","36.169300","UNM 77-770","","","1","Late Maastrichtian","","72.2","66","12486"
"47009","col","","","Kirtland","-108.102097","36.285702","UNM 77-591","","","1","Late Campanian","","83.6","72.2","12486"
"47010","col","","","Ojo Alamo","-108.102097","36.343899","UNM 77-505","","","1","Lancian","","72.2","66","12486"
"47011","col","","","Fruitland","-108.226997","36.271099","UNM 77-464","","","1","Late Campanian","","83.6","72.2","12486"
"47012","col","","","Fruitland","-108.244797","36.271099","UNM 77-460","","","1","Late Campanian","","83.6","72.2","12486"
"47013","col","","","Kirtland","-108.191299","36.300201","UNM 77-421","","","1","Late Campanian","","83.6","72.2","12486"
"47014","col","","","Kirtland","-108.173401","36.314800","UNM 77-404","","","1","Late Campanian","","83.6","72.2","12486"
"47015","col","","","Ojo Alamo","-108.265800","36.682800","San Juan River (Ojo Alamo)","","","1","Late Maastrichtian","","72.2","66","12494"
"47016","col","","","Ojo Alamo","-108.030701","36.314800","South Mesa","","","2","Late Maastrichtian","","72.2","66","12494"
"47017","col","","","Ojo Alamo","-108.012802","36.314800","Split Lip Flat, Barrel Springs","","","1","Late Maastrichtian","","72.2","66","12494"
"47018","col","","","Ojo Alamo","-107.477501","35.965698","Pot Mesa","","","1","Late Maastrichtian","","72.2","66","12494"
"47021","col","","","Dam","49.393612","25.983610","Al-Sarrar, Locality 6, Dam Formation","","","2","Burdigalian","","20.45","15.98","12499"
"47029","col","","","Udurchukan","127.475830","50.270000","Blagoveschensk","","Blagoveshchensk","7","Late Maastrichtian","","72.2","66","14383"
"47031","col","","","Elliot","27.824444","-28.466389","Marc's Quarry, farm Spion Kop 932 (BPI)","","MQ, Spioenkop","5","Hettangian","Sinemurian","201.4","192.9","12502"
"47032","col","","","Elliot","27.433332","-30.566668","farm Voyizane (SAM)","","Voisana","2","Hettangian","Sinemurian","201.4","192.9","25375"
"47033","col","","","Elliot","27.450001","-29.500000","Vroolykheid Farm (284) (SAM)","","Ladybrand","1","Hettangian","Sinemurian","201.4","192.9","12503"
"47034","col","","","Hell Creek","-101.626297","45.530899","Standing Rock Hadrosaur Site","","Concordia Hadrosaur Site, CHS, SRHS","6","Late Maastrichtian","","72.2","66","23425"
"47035","col","","","","-0.537222","39.235832","La Solana, Carlet","","Tous","1","Late Maastrichtian","","72.2","66","54836"
"47036","col","","","Ischigualasto","-67.877777","-30.136944","Valle Pintado (upper), coprolites","","","1","Tuvalian","","233.6","227.3","12507"
"47056","col","","","Qigu","87.263000","43.549999","Liuhuanggou bonebed","","","7","Late Oxfordian","Kimmeridgian","157.9","149.2","12523"
"47057","col","","","Toolebuc","143.583328","-20.866667","Marathon Station, Flinders River (QM)","","","1","Late Albian","","106.3","100.5","63423"
"47058","col","","","Allaru Mudstone","143.800003","-20.883329","Dunluce Station (QM)","","","1","Late Albian","Early Cenomanian","106.3","93.9","12525"
"47059","col","","","Snow Hill Island","-57.814167","-63.926666","DG6-1, Santa Marta Cove","","James Ross Island","3","Late Campanian","","83.6","72.2","63732"
"47065","col","","","Morrison","-106.291000","41.967098","East Camarasaurus Quarry '93","","ECQ, WY-86, Cam 1993","3","Late Kimmeridgian","Early Tithonian","152.21","145.06","12534"
"47069","col","","","Dam","49.393612","25.983610","Al-Sarrar, Locality 8, Dam Formation","","","1","Burdigalian","","20.45","15.98","12499"
"47070","col","","","Mengyin","117.949997","35.866669","Ningchiakou, Mengyin","","Ningjiagou, Uppsala/Geol. Survey China; Euhelopus zdanskyi type, Ning Chia Kou","2","Berriasian","Valanginian","143.1","132.6","40224"
"47071","col","","","Shaximiao","104.366699","29.483330","Hsikuashan, Junghsien","","Xiguashan, Dongmenwai, Rongxian","1","Bathonian","Callovian","168.2","161.5","15531"
"47072","col","","","Shaximiao","104.408096","29.515200","Chenchia","","Chen Chia, Chenxi","3","Bajocian","","170.9","168.2","15531"
"47074","col","","","Dam","49.393612","25.983610","Al-Sarrar, Locality 9, Dam Formation","","","1","Burdigalian","","20.45","15.98","12499"
"47076","col","","","","105.805908","32.403481","locality 47 (8b), Guangyuan","","","5","Tithonian","","149.2","143.1","12540"
"47077","col","","","","105.804970","32.465580","locality 48 (2), Chialingchiang","","Guangyuan, Kwangyuan, Kuangyuan","1","Tithonian","","149.2","143.1","12540"
"47078","col","","","Shaximiao","105.839470","32.463531","locality 49 (3), Chengtu-Sian highway","","Kwangyuan, Kuangyuan, Guangyuan","1","Bajocian","","170.9","168.2","12540"
"47081","col","","","Lufeng","104.083298","25.683331","Yaochan, Lutzehsien prosauropod site","","","2","Sinemurian","","199.5","192.9","12541"
"47084","col","","","","84.175827","41.918331","Taqlaq tracksite","","Tarlak","1","Late Jurassic","","161.5","143.1","12545"
"47088","col","","","Dam","49.393612","25.983610","Al-Sarrar, Locality 13, Dam Formation","","","1","Burdigalian","","20.45","15.98","12499"
"47095","col","","","Dam","49.393612","25.983610","Al-Sarrar, Locality 21, Dam Formation","","","1","Burdigalian","","20.45","15.98","12499"
"47098","col","","","Hofuf","49.393612","25.983610","Al-Sarrar, Locality 1, Hofuf Formation","","","2","Middle Miocene","","15.98","11.63","12499"
"47122","col","","","Tendaguru","39.228447","-9.711169","Tendaguru quarry C","","German East-African Expedition, Quarry I","1","Tithonian","","149.2","143.1","12585"
"47123","col","","","Tendaguru","39.231327","-9.695653","Tendaguru quarry D","","","1","Tithonian","","149.2","143.1","12585"
"47126","col","","","Chinle","-106.466667","36.316666","Canjilon Quarry, UCMP V2816","","","1","Norian","","227.3","205.7","12931"
"47127","col","","","Scollard","-113.005402","51.891899","T. albertensis type, Knudsen's Coulee (NMC)","","Red Deer River","1","Late Maastrichtian","","72.2","66","12568"
"47128","col","","","Scollard","-113.028900","51.906399","Knudsen's Coulee (NMC 9542)","","Red Deer River","1","Late Maastrichtian","","72.2","66","12569"
"47130","col","","","Scollard","-112.960800","51.912601","Torosaurus site, Red Deer River (UA)","","","1","Late Maastrichtian","","72.2","66","12570"
"47133","col","","","","3.593333","45.372780","La Roche-Lambert, Saint Paulien, Haute-Loire","","La Rochelambert","1","MN 17","","2.245","1.8","12548"
"47134","col","","","Shaximiao","106.900002","32.366669","Shilong-zhai","","","1","Bathonian","Callovian","168.2","161.5","12571"
"47135","col","","","Hanson","166.449997","-84.333336","Mt. Kirkpatrick, Beardmore Glacier","","NSF-Augustana College","4","Sinemurian","Pliensbachian","199.5","184.2","14703"
"47136","col","","","Baharîje","28.984722","28.336390","BDP 2000-18","","Gebel El Fagga","2","Early Cenomanian","","100.5","93.9","82731"
"47137","col","","","Tendaguru","39.236462","-9.704053","Tendaguru quarry N","","","1","Tithonian","","149.2","143.1","12562"
"47138","col","","","Tendaguru","39.228008","-9.696665","Tendaguru quarry O","","","1","Tithonian","","149.2","143.1","12585"
"47139","col","","","Tendaguru","39.232330","-9.694606","Tendaguru Quarry P","","","1","Tithonian","","149.2","143.1","12585"
"47140","col","","","Tendaguru","39.228096","-9.710123","Tendaguru quarry k","","","1","Tithonian","","149.2","143.1","12582"
"47141","col","","","Tendaguru","39.232185","-9.693338","Tendaguru quarry ab","","","4","Tithonian","","149.2","143.1","12603"
"47142","col","","","Tendaguru","39.253571","-9.693981","Tendaguru quarry cc","","","1","Tithonian","","149.2","143.1","12562"
"47143","col","","","Tendaguru","39.231956","-9.713026","Tendaguru quarry X","","","3","Tithonian","","149.2","143.1","12585"
"47144","col","","","Tendaguru","39.237904","-9.696419","Tendaguru quarry H","","","6","Tithonian","","149.2","143.1","12560"
"47145","col","","","Tendaguru","39.239048","-9.695831","Tendaguru quarry IX","","","4","Tithonian","","149.2","143.1","12603"
"47146","col","","","Tendaguru","39.221272","-9.684436","Tendaguru quarry Ig, Kindope","","Quarry Jg, Dysalotosaurus Quarry, quarry WJ, Iguanodonten-Schicht\r\n\r\n\r\n","8","Late Kimmeridgian","","152.21","149.2","18585"
"47147","col","","","Tendaguru","39.223774","-9.711796","Tendaguru quarry S","","British Expedition, M 20, Kitukituki","2","Late Kimmeridgian","Tithonian","152.21","143.1","62677"
"47148","col","","","Tendaguru","39.229034","-9.675514","Tendaguru quarry Y","","","1","Late Kimmeridgian","","152.21","149.2","36770"
"47149","col","","","Tendaguru","39.229954","-9.682364","Tendaguru quarry m, Kindope","","","1","Late Kimmeridgian","","152.21","149.2","36770"
"47150","col","","","","4.816667","45.166668","St. Vallier","","Saint Vallier","5","MN 17","","2.245","1.8","12578"
"47151","col","","","Tendaguru","39.213799","-9.679919","Tendaguru quarry St","","Stegosaur quarry, quarry EH, Kindope, British Expedition","16","Late Kimmeridgian","","152.21","149.2","62677"
"47152","col","","","Tendaguru","39.228420","-9.704556","Tendaguru quarry MW","","","2","Tithonian","","149.2","143.1","12560"
"47153","col","","","Tendaguru","39.228348","-9.681635","Tendaguru quarry dd","","quarry HS, British Expedition","8","Late Kimmeridgian","","152.21","149.2","12560"
"47154","col","","","Tendaguru","39.228420","-9.704556","Tendaguru Quarry B","","","3","Tithonian","","149.2","143.1","51607"
"47155","col","","","Tendaguru","39.228420","-9.704556","Tendaguru quarry Om","","","5","Tithonian","","149.2","143.1","12560"
"47156","col","","","Tendaguru","39.224609","-9.709615","Tendaguru quarry Z","","","4","Tithonian","","149.2","143.1","53424"
"47157","col","","","Tendaguru","39.228420","-9.704556","Tendaguru quarry T","","","3","Tithonian","","149.2","143.1","12560"
"47158","col","","","Tendaguru","39.228420","-9.704556","Tendaguru quarry Aa, Mtapaia","","Quary aa","2","Tithonian","","149.2","143.1","53424"
"47159","col","","","Tendaguru","39.228420","-9.704556","Tendaguru quarry TL","","","8","Tithonian","","149.2","143.1","12561"
"47160","col","","","Tendaguru","39.235405","-9.704402","Tendaguru quarry MD","","Pterosaur Quarry","3","Tithonian","","149.2","143.1","62677"
