collection_no,formation,lng,lat,collection_name,n_occs,early_interval,late_interval,max_ma,min_ma
14446,Judith River,-109.589699,47.808201,Clambank Hollow Quarry,8,Middle Campanian,Late Campanian,83.6,72.2
14451,Oldman,-110.5,50.779999,Dinosaur Provincial Park (Oldman Formation),2,Judithian,,83.6,72.2
14453,Two Medicine,-112.664299,47.8214,"Egg Mountain, MOR TM-006",8,Middle Campanian,,83.6,72.2
14454,Sînpetru,22.9207,45.556301,Râpa Mocioconilor,3,Late Maastrichtian,,72.2,66.0
14455,Marshalltown,-74.300003,40.299999,Ellisdale Site,13,Late Campanian,,83.6,72.2
14457,Judith River,-109.099998,46.099998,Emily's Ankle Quarry (EAQ),4,Middle Campanian,Late Campanian,83.6,72.2
14458,Mesaverde,-107.278099,42.854401,Fales Rocks 1,10,Judithian,,83.6,72.2
14462,Judith River,-109.297203,46.465099,Hidden Valley Quarry (HVQ),7,Middle Campanian,Late Campanian,83.6,72.2
14463,Dinosaur Park,-110.266197,49.956699,Irvine microvertebrate site,4,Judithian,,83.6,72.2
14465,Mesaverde,-107.756699,44.117401,Jerry Case Five,1,Judithian,,83.6,72.2
14466,Kaiparowits,-111.199997,37.400002,"OMNH V6, Wahweap Creek",1,Late Campanian,,83.6,72.2
14470,Judith River,-110.583298,48.9333,Makela-French 1 (Mammal 1),4,Middle Campanian,Late Campanian,83.6,72.2
14472,Pictured Cliffs Sandstone,-107.0,35.700001,Mesa Portales,2,Late Campanian,,83.6,72.2
14475,,-111.199997,37.400002,Mill Creek (MNA Loc. 1074),1,Judithian,,83.6,72.2
14482,Judith River,-110.583298,48.9333,Put's Plunder (UCMP V-81234),6,Middle Campanian,,83.6,72.2
14488,Aguja,-103.199997,29.200001,Talley Mountain (LSU),7,Judithian,,83.6,72.2
14489,Aguja,-103.51667,29.316668,Terlingua,11,Judithian,,83.6,72.2
14490,Judith River,-109.099998,46.099998,Top Cat Quarry (TCQ),5,Middle Campanian,Late Campanian,83.6,72.2
14491,Judith River,-110.583298,48.9333,Turtle Hill,2,Middle Campanian,Late Campanian,83.6,72.2
14492,Judith River,-110.583298,48.9333,Makela-French 2,3,Middle Campanian,Late Campanian,83.6,72.2
14494,Judith River,-109.5,49.099998,Woodpile Creek,10,Middle Campanian,Late Campanian,83.6,72.2
14495,Prince Creek,-151.591492,70.018669,"Pediomys Point, Colville River",3,Late Campanian,,83.6,72.2
14498,Kirtland,-108.199997,36.299999,"NMMNH L-6266, Lower Hunter Wash",1,Late Campanian,,83.6,72.2
14502,St. Mary River,-112.985298,49.912998,"Scabby Butte, Site 3",5,Early Maastrichtian,,72.2,66.0
14503,St. Mary River,-112.800003,48.900002,St. Mary River Formation (Montana),1,Edmontonian,,72.2,66.0
14504,Mount Laurel,-74.300003,40.299999,"Upper Hop Brook, Holmdel",1,Late Campanian,Early Maastrichtian,83.6,66.0
14505,Lance,-104.533333,43.183334,Altman Blowout,11,Lancian,,72.2,66.0
14506,Hell Creek,-106.199997,47.633301,Bad Mouth Turtle (Reworked),1,Lancian,,72.2,66.0
14507,Hell Creek,-107.116699,47.549999,Baldy Butte,2,Lancian,,72.2,66.0
14508,Hell Creek,-107.133301,47.549999,Baldy Butte SW-Blazing Saddle,8,Lancian,,72.2,66.0
14509,Hell Creek,-106.199997,47.633301,BC Bone-anza (Reworked),1,Lancian,,72.2,66.0
14512,Hell Creek,-107.316704,47.616699,Billy Creek 1,2,Lancian,,72.2,66.0
14513,Hell Creek,-107.316704,47.616699,Billy Creek 2,6,Lancian,,72.2,66.0
14514,Lance,-108.667801,41.568298,Robber's Roost (UW V-79032),9,Lancian,,72.2,66.0
14515,Hell Creek,-107.0,47.599998,Brownie Butte,7,Lancian,,72.2,66.0
14516,Hell Creek,-106.099998,47.799999,Bug Creek Anthills (Reworked),8,Lancian,,72.2,66.0
14517,Hell Creek,-106.099998,47.799999,Bug Creek West (Reworked),2,Lancian,,72.2,66.0
14518,Kirtland,-108.0485,36.3148,BUNM-77-675 (NMMNH L-929),4,Lancian,,72.2,66.0
14519,Lance,-104.566704,43.150002,Bushy Tailed Blowout,22,Lancian,,72.2,66.0
14520,Hell Creek,-107.0,47.599998,Clam Hollow,2,Lancian,,72.2,66.0
14521,Hell Creek,-106.650002,47.650002,Cole Anthill 2,3,Lancian,,72.2,66.0
14522,Lance,-104.650002,43.25,Cow Creek Site 1,1,Lancian,,72.2,66.0
14525,Hell Creek,-106.983299,47.516701,Dry Fork Coulee,4,Lancian,,72.2,66.0
14526,Lance,-108.853798,44.935799,"Dumbbell Hill, Silver Tip Gulch",1,Lancian,,72.2,66.0
14527,Lance,-104.5,43.0,Dwarf Lighthouse (UCMP V-5622),4,Lancian,,72.2,66.0
14533,Hell Creek,-107.099998,47.5667,Engdahl Anthills 1,10,Lancian,,72.2,66.0
14534,Hell Creek,-107.099998,47.5667,Engdahl Anthills 2,5,Lancian,,72.2,66.0
14535,Hell Creek,-107.099998,47.549999,Engdahl Anthills 3,13,Lancian,,72.2,66.0
14536,Hell Creek,-107.099998,47.5667,Engdahl Anthills 4,5,Lancian,,72.2,66.0
14537,Hell Creek,-103.099998,45.5,"Eureka Quarry, SDSM loc. V637",12,Lancian,,72.2,66.0
14538,Lance,-104.533302,43.166698,False Disciple Point,3,Lancian,,72.2,66.0
14540,Ferris,-106.876312,41.939877,Ferris Formation (UW V-92010),7,Lancian,,72.2,66.0
14541,Ferris,-106.891731,41.94062,A Gathering of Ankylosaurs (UW V-92027),6,Lancian,,72.2,66.0
14542,Ferris,-106.88224,41.935326,Chinacat Sunflower (UW V-92036),9,Lancian,,72.2,66.0
14543,Ferris,-106.853416,41.938137,Ferris Formation (UW V-92046),6,Lancian,,72.2,66.0
14544,Ferris,-107.0,41.799999,Baba O'Reilly (UW V-93002),7,Lancian,,72.2,66.0
14546,Hell Creek,-106.400002,47.516701,Flat Creek 1,9,Lancian,,72.2,66.0
14547,Hell Creek,-106.400002,47.516701,Flat Creek 2,1,Lancian,,72.2,66.0
14548,Hell Creek,-106.416702,47.516701,Flat Creek 3,3,Lancian,,72.2,66.0
14549,Hell Creek,-106.400002,47.516701,Flat Creek 5,14,Lancian,,72.2,66.0
14550,Hell Creek,-106.383301,47.599998,Flint's Stones,2,Lancian,,72.2,66.0
14553,Hell Creek,-107.083298,47.533298,Fred's Place,1,Lancian,,72.2,66.0
14555,Frenchman,-107.400002,49.400002,Glen McPherson,2,Late Maastrichtian,,72.2,66.0
14557,Lance,-104.366669,43.299999,Greasewood Creek,5,Lancian,,72.2,66.0
14558,Frenchman,-108.400002,49.299999,Gryde locality,2,Lancian,,72.2,66.0
14559,Hell Creek,-106.300003,47.583302,Gynnoskus,5,Lancian,,72.2,66.0
14560,Hell Creek,-107.25,47.549999,Haley,5,Lancian,,72.2,66.0
14562,Hell Creek,-106.183296,47.866699,Harbicht Hill (Reworked),9,Lancian,,72.2,66.0
14563,Hell Creek,-106.433296,47.599998,Harmonica Hollow,1,Lancian,,72.2,66.0
14565,Lance,-104.569,43.16526,Mammal Quarry No. 1 (UCMP V-5003),3,Lancian,,72.2,66.0
14566,Lance,-104.494713,43.128948,Mammal Quarry No. 2 (UCMP V-5815),10,Lancian,,72.2,66.0
14568,Hell Creek,-107.183327,47.516701,Hauso 1,6,Lancian,,72.2,66.0
14569,Scollard,-113.124603,52.3284,Henry Farm,7,Late Maastrichtian,,72.2,66.0
14570,Lance,-104.516701,43.25,Howard Locality,1,Lancian,,72.2,66.0
14571,Fox Hills,-101.803001,45.132599,Iron Lightning Member type locality (YPM Loc. 74),4,Lancian,,72.2,66.0
14572,Hell Creek,-106.099998,47.799999,Jaw Breaker (Reworked),3,Lancian,,72.2,66.0
14574,Hell Creek,-106.916702,47.533298,Jordan Coulee,5,Lancian,,72.2,66.0
14575,Hell Creek,-106.199997,47.650002,Juniper Tree West (Reworked),4,Lancian,,72.2,66.0
14577,Lance,-104.583298,43.233299,Kent 1,2,Lancian,,72.2,66.0
14579,Lance,-104.5,43.0,Kent 484,2,Lancian,,72.2,66.0
14580,Hell Creek,-106.099998,47.799999,K-Mark Channel,5,Lancian,,72.2,66.0
14582,Hell Creek,-106.916702,47.0667,Lead Slug Hill 1,16,Lancian,,72.2,66.0
14583,Hell Creek,-106.199997,47.633301,Little Roundtop (Reworked),1,Lancian,,72.2,66.0
14585,Lance,-104.637001,43.116329,Lull 2 Quarry (UCMP V-5620),30,Late Maastrichtian,,72.2,66.0
14586,Lance,-104.458893,43.188183,Mammal Quarry No. 4,1,Lancian,,72.2,66.0
14596,Lance,-104.566704,43.150002,McNally No. 1,1,Lancian,,72.2,66.0
14599,North Horn,-111.0,39.0,North Horn Mountain,3,Lancian,,72.2,66.0
14601,Lance,-104.5,43.0,Oil Tank Lookout (UCMP V-5624),1,Lancian,,72.2,66.0
14605,Hell Creek,-106.5,47.733299,Penick Coulee 7,1,Lancian,,72.2,66.0
14606,Lance,-104.577103,43.139767,Peterson's Quarry,1,Lancian,,72.2,66.0
14609,Lance,-104.533302,43.233299,Premolar Site,4,Lancian,,72.2,66.0
14610,Hell Creek,-103.300003,46.099998,PTRM V92067,11,Lancian,,72.2,66.0
14613,Hell Creek,-107.23333,47.599998,Rex Hill Locality,3,Lancian,,72.2,66.0
14614,Hell Creek,-107.0,47.516701,Rick's Place,5,Lancian,,72.2,66.0
14615,Hell Creek,-106.883301,47.533298,Ried Coulee 1,6,Lancian,,72.2,66.0
14616,Hell Creek,-106.427223,47.675835,"Sandstone Basin, UCMP V-80092",9,Lancian,,72.2,66.0
14617,Hell Creek,-106.199997,47.633301,Second Level (Reworked),1,Lancian,,72.2,66.0
14620,Hell Creek,-101.5,46.900002,Stumpf Site (Level A),3,Lancian,,72.2,66.0
14621,Hell Creek,-101.5,46.900002,Stumpf Site (Level B),6,Lancian,,72.2,66.0
14623,Hell Creek,-106.199997,47.633301,Tedrow Quarry C (Reworked),3,Lancian,,72.2,66.0
14624,Hell Creek,-106.199997,47.633301,Tedrow Quarry D (Reworked),5,Lancian,,72.2,66.0
14629,Hell Creek,-106.199997,47.633301,Three Buttes 7 (Reworked),1,Lancian,,72.2,66.0
14639,Hell Creek,-107.050003,47.516701,Trumbo's Anthill,10,Lancian,,72.2,66.0
14640,Laramie,-104.491669,40.386391,Ken's Site,5,Lancian,,72.2,66.0
14643,Lance,-104.466698,43.200001,Little People Blowout,1,Lancian,,72.2,66.0
14646,Hell Creek,-106.099998,47.799999,Up-Up-The Creek 1 (Reworked),1,Lancian,,72.2,66.0
14647,Hell Creek,-106.183296,47.616699,Up-Up-The Creek 1A (Reworked),5,Lancian,,72.2,66.0
14649,Hell Creek,-106.183296,47.616699,Up-Up-The Creek 2 (Reworked),1,Lancian,,72.2,66.0
14650,Hell Creek,-106.183296,47.616699,Up-Up-The Creek 3 (Reworked),5,Lancian,,72.2,66.0
14651,Hell Creek,-106.183296,47.616699,Up-The Creek (Reworked),1,Lancian,,72.2,66.0
14653,Hell Creek,-106.283302,47.599998,Wild Horse Basin,7,Lancian,,72.2,66.0
14654,Hell Creek,-106.266701,47.599998,Windy Hill,9,Lancian,,72.2,66.0
14655,Frenchman,-108.400002,49.299999,Wounded Knee (WK),6,Lancian,,72.2,66.0
14674,Hell Creek,-106.099998,47.799999,Chris's Bonebed (CBB),8,Late Maastrichtian,,72.2,66.0
14762,Fort Union,-107.0,47.599998,"McKeever Ranch, Harley's Point",1,Pu1,,66.0,63.4
14796,Ferris,-106.872795,41.947628,Windy Mudstone (UW V-91004),2,Lancian,,72.2,66.0
14800,Fort Union,-107.0,47.599998,Yellow Sand Hill 7 (UCMP V-75193),1,Puercan,,66.0,63.4
14931,Slope,-101.800003,46.700001,Brisbane,1,Tiffanian,,60.9,57.5
14962,Fort Union,-101.5,46.900002,Judson,2,Danian,,66.0,61.66
14967,,-107.633331,37.116669,Mason Pocket,1,Tiffanian,,60.9,57.5
15000,Bullion Creek,-103.650002,47.033333,Wannagan Creek Quarry,3,Tiffanian,,60.9,57.5
15008,Fort Union,-110.5,45.799999,Bangtail,1,Tiffanian,,60.9,57.5
15081,Willwood,-108.966667,44.783333,Discovery Site,1,Early Eocene,,56.0,48.07
15536,Willwood,-108.0,44.5,Elk Creek (410 m),1,Wasatchian,,56.0,51.1
15590,Willwood,-108.324791,44.604671,FG-42,1,Wasatchian,,56.0,51.1
15592,Willwood,-108.406761,44.589001,FG-84,1,Wasatchian,,56.0,51.1
15595,Nanjemoy,-77.367226,38.285,Fisher/Sullivan Site,27,Ypresian,,56.0,48.07
15664,Green River,-110.699997,41.799999,Lewis Ranch Site 2,3,Wasatchian,,56.0,51.1
15688,Willwood,-108.668121,44.369122,MP-73,1,Wasatchian,,56.0,51.1
15759,Willwood,-109.0,44.299999,SC-67,1,Wasatchian,,56.0,51.1
15771,Willwood,-109.0,44.299999,SC-121,1,Wasatchian,,56.0,51.1
15779,Willwood,-109.083336,44.766666,SC-133,1,Wasatchian,,56.0,51.1
15793,Willwood,-109.0,44.299999,SC-210,1,Wasatchian,,56.0,51.1
15853,Green River,-110.734001,41.7784,Tynsky Quarry,5,Wasatchian,,56.0,51.1
15895,Golden Valley,-102.800003,46.900002,White Butte/Turtle Valley,1,Wasatchian,,56.0,51.1
16134,Wasatch,-109.099998,42.066666,Bird Quarry,1,Wasatchian,Bridgerian,56.0,45.9
16200,Bridger,-110.5,41.200001,Cat-tail Spring,1,Bridgerian,,51.1,45.9
16201,Bridger,-110.5,41.200001,Church Buttes,1,Bridgerian,,51.1,45.9
16210,Bridger,-110.5,41.200001,Dry Creek (Lower Bridger),1,Bridgerian,,51.1,45.9
16218,"""Sheep Pass""",-114.099998,39.0,Elderberry Canyon Quarry,1,Bridgerian,,51.1,45.9
16228,Bridger,-110.5,41.200001,Grizzly Buttes,3,Bridgerian,,51.1,45.9
16284,Bridger,-110.5,41.200001,Millersville,1,Bridgerian,,51.1,45.9
16296,Bridger,-110.5,41.200001,Omomys Quarry,8,Bridgerian,,51.1,45.9
16542,Laredo,-99.433334,27.533333,Casa Blanca,2,Late Uintan,,45.9,39.7
16544,Santiago,-117.099998,32.900002,Chestnut Avenue (UCMP V-67195),1,Uintan,,45.9,39.7
16607,Uinta,-109.933334,40.166668,Myton Pocket,1,Uintan,,45.9,39.7
16692,Mission Valley,-117.099998,32.900002,Lake Murray (LACM 1723),1,Early Uintan,,45.9,39.7
16786,Sespe,-119.0,34.299999,Tapo Canyon (Upper),1,Uintan,,45.9,39.7
16877,"""Brian Head""",-111.5,37.799999,Turtle Basin,1,Duchesnean,,39.7,37.0
16978,Chadron,-102.5,43.299999,Indian Creek (Middle Titanotherium Beds),1,Chadronian,,37.0,33.9
17007,Chadron,-102.5,43.299999,Peanut Peak Microfauna,1,Chadronian,,37.0,33.9
17014,Chadron,-103.800003,42.400002,Raben Ranch,1,Chadronian,,37.0,33.9
17081,Brule,-103.099998,40.799999,Cedar Creek (Lower),1,Orellan,,33.9,31.8
17084,Brule,-102.400002,43.900002,Chamberlain Pass (Lower Nodular Zone),1,Orellan,,33.9,31.8
17094,Brule,-102.5,43.299999,Cottonwood Pass (Lower Nodular Zone),1,Orellan,,33.9,31.8
17134,,-104.5,43.0,Lusk (40' above PWL),1,Orellan,,33.9,31.8
17317,Brule,-101.900002,43.5,Cedar Pass (Leptauchenia Clays),1,Whitneyan,,31.8,29.5
17329,Brule,-102.5,43.299999,East of Rockyford (Protoceras Channels),1,Whitneyan,,31.8,29.5
17341,,-82.366669,29.633333,I-75,1,Whitneyan,,31.8,29.5
17344,Brule,-102.5,43.299999,Indian Stronghold (Protoceras Channel),2,Whitneyan,,31.8,29.5
17485,,-103.099998,41.700001,Chimney Rock (Arikaree),1,Arikareean,,29.5,18.5
17497,Otay,-117.099998,32.900002,EastLake,1,Arikareean,,29.5,18.5
17649,Sharps,-102.5,43.299999,Sharps (SDSM V-624),1,Geringian,,29.5,24.7
17727,,-104.5,43.0,Willow Creek,1,Arikareean,,29.5,18.5
17741,Marsland,-103.866669,42.416668,Agate Springs Quarries,5,Harrisonian,,23.1,18.5
17805,,-103.099998,42.200001,Morava Ranch Quarry,1,Harrisonian,,23.1,18.5
17845,Harrison,-103.800003,42.400002,Stenomylus Quarry,2,Harrisonian,,23.1,18.5
17852,Tick Canyon,-118.414024,34.483566,Tick Canyon (CIT 201),1,Arikareean,,29.5,18.5
17880,Olcott,-103.800003,42.400002,Boulder Quarry,1,Early Barstovian,,16.3,12.5
17892,Runningwater,-102.960701,42.488899,Cottonwood Creek (UNSM Dw-118),1,Early Hemingfordian,,18.5,16.3
17898,Runningwater,-103.099998,42.799999,Dunlap Camel Quarry,1,Early Hemingfordian,,18.5,16.3
17905,Olcott,-103.732651,42.1856,Echo Quarry,1,Early Barstovian,,16.3,12.5
17910,Kirkwood,-74.300003,40.299999,Farmingdale,1,Early Hemingfordian,,18.5,16.3
17912,Batesland,-101.866669,43.133331,Flint Hill North,10,Hemingfordian,,18.5,16.3
17915,Box Butte,-103.099998,42.200001,Foley Quarry,1,Hemingfordian,,18.5,16.3
17917,,-103.099998,42.799999,Ginn Quarry,1,Hemingfordian,,18.5,16.3
17919,Olcott,-103.800003,42.400002,Grass Roots Quarry,1,Early Barstovian,,16.3,12.5
17965,Pawnee Creek,-103.283333,40.900002,Martin Canyon Quarry A,2,Hemingfordian,,18.5,16.3
17976,,-102.849998,42.683334,Observation Quarry,8,Early Barstovian,,16.3,12.5
18001,Sheep Creek,-103.800003,42.400002,Thomson Quarry,10,Hemingfordian,,18.5,16.3
18004,Olcott,-103.800003,42.400002,Trojan Quarry,1,Early Barstovian,,16.3,12.5
18033,Snake Creek,-103.800003,42.400002,Aphelops Draw Quarries,1,Hemphillian,,9.4,4.7
18109,Valentine,-100.800003,42.799999,Crookston Bridge Quarry,1,Barstovian,,16.3,12.5
18123,Valentine,-100.0,42.700001,Devil's Gulch Quarry,1,Barstovian,,16.3,12.5
18140,,-101.699997,39.299999,Edson,4,Hemphillian,,9.4,4.7
18197,Snake Creek,-103.800003,42.400002,Hesperopithecus Site,1,Clarendonian,,12.5,9.4
18222,Snake Creek,-103.800003,42.400002,Kilpatrick Quarry,2,Clarendonian,,12.5,9.4
18284,Valentine,-100.033333,42.783333,Norden Bridge Quarry,2,Barstovian,,16.3,12.5
18320,,-85.791946,40.454445,Pipe Creek Sinkhole,1,Late Hemphillian,Blancan,9.4,1.4
18324,Ash Hollow,-98.0,42.299999,Poison Ivy Quarry,4,Clarendonian,,12.5,9.4
18344,,-101.800003,43.200001,Rice Ranch,1,Clarendonian,,12.5,9.4
18449,Ogallala,-99.769798,39.0821,WaKeeny (KU Locality 29),1,Clarendonian,,12.5,9.4
18450,Ogallala,-99.751297,39.0821,WaKeeny (UM-K6-59),3,Clarendonian,,12.5,9.4
18506,,-80.400002,33.099998,Ashley River (Miocene Marl),1,Miocene,,23.04,5.333
18535,Peace River,-81.800003,27.9,Gardinier Mine,1,Late Hemphillian,Zanclean,9.4,3.6
18539,,-82.566666,29.683332,Haile V/XIXA,4,early Early Hemphillian,late Early Hemphillian,9.4,4.7
18541,,-82.099998,29.799999,Haile 6A,1,Clarendonian,Hemphillian,12.5,4.7
18545,,-82.099998,29.799999,Hogtown Creek II,1,Hemphillian,,9.4,4.7
18554,Alachua,-82.51667,29.549999,Love Bone Bed,22,Late Clarendonian,,12.5,9.4
18556,Peace River,-82.5,27.5,Manatee County Dam,1,Hemphillian,,9.4,4.7
18560,Alachua,-82.599998,29.65,McGehee Farm,5,Hemphillian,,9.4,4.7
18564,Alachua,-82.300003,29.1,Moss Acres Racetrack,1,Hemphillian,,9.4,4.7
18573,Peace River,-81.949997,27.683332,Palmetto Mine,1,Late Hemphillian,,9.4,4.7
18577,Bone Valley,-81.800003,27.9,Payne Creek Mine (Latest Hemphillian),2,Hemphillian,,9.4,4.7
18579,Calvert,-75.599998,39.200001,Pollack Farm Site,5,Burdigalian,,20.45,15.98
18586,Torreya,-84.199997,30.299999,Seaboard Air Line Railroad Company,4,Hemingfordian,,18.5,16.3
18597,Alachua,-82.599998,29.700001,Thomas Farm,13,Hemingfordian,,18.5,16.3
18601,,-82.316666,28.799999,Withlacoochee River Site 4A,2,Hemphillian,,9.4,4.7
18610,Goliad,-97.699997,28.6,"Bridge Ranch, Normanna",1,Clarendonian,,12.5,9.4
18611,Goliad,-97.699997,28.6,"Buckner Ranch Locality, Site 1",1,Clarendonian,,12.5,9.4
18614,,-93.400002,31.0,Burkeville (TAM 43),1,Miocene,,23.04,5.333
18623,Goliad,-97.699997,28.6,"Farish Ranch, Medio Creek",1,Clarendonian,,12.5,9.4
18645,Goliad,-97.7407,28.530701,"Medio Creek Site No. 19, Richards farm",1,Clarendonian,,12.5,9.4
18755,,-108.0,28.799999,Yepomera,7,Late Hemphillian,,9.4,4.7
18818,Juntura,-117.5,43.599998,Black Butte (UO 2334),1,Clarendonian,,12.5,9.4
18819,Juntura,-117.5,43.599998,Black Butte (UO 2335),2,Clarendonian,,12.5,9.4
18820,Juntura,-117.5,43.599998,Black Butte (UO 2337),3,Clarendonian,,12.5,9.4
18821,Juntura,-117.5,43.599998,Black Butte (UO 2338),1,Clarendonian,,12.5,9.4
18823,Juntura,-117.5,43.599998,Black Butte (UO 2341),1,Clarendonian,,12.5,9.4
18970,McKay,-118.800003,45.5,McKay Reservoir,3,Hemphillian,,9.4,4.7
19006,,-120.5,44.200001,Paulina Creek,1,Barstovian,,16.3,12.5
19085,,-116.966667,42.016666,Star Valley (IMNH 67001),1,Hemphillian,,9.4,4.7
19185,Green Valley,-121.910004,37.814999,"UCMP V-3310, Black Hawk Ranch",1,Clarendonian,,12.5,9.4
19194,Kramer Beds,-117.686584,35.052204,Boron,1,Early Hemingfordian,,18.5,16.3
19393,Kern River,-118.5,35.299999,Kern River,1,Clarendonian,,12.5,9.4
19421,San Mateo,-117.378609,33.195831,Lawrence Canyon,1,Messinian,,7.246,5.333
19446,Siesta,-122.108002,37.845001,"UCMP V-3303, Mulholland Site 1",3,Hemphillian,,9.4,4.7
19547,Tesuque,-106.199997,35.5,Skull Ridge,1,Early Barstovian,,16.3,12.5
19595,"""Topanga""",-117.629173,33.659168,Upper Oso Dam,13,Langhian,,15.98,13.82
19618,Verde,-112.5,34.5,Clarkdale,1,Blancan,,4.7,1.4
19620,Verde,-111.853058,34.771111,House Mountain (MNA 318),1,Blancan,,4.7,1.4
19654,Gila Conglomerate,-109.099998,32.700001,Duncan,1,Blancan,,4.7,1.4
19659,Gila Conglomerate,-109.449997,32.694,111 Ranch (UA 7933),1,Blancan,,4.7,1.4
19673,,-109.599998,23.299999,Las Tunas,1,Blancan,,4.7,1.4
19678,San Joaquin,-120.0,35.900002,North Dome (Locality 81),1,Blancan,,4.7,1.4
19703,San Diego,-117.099998,32.900002,"San Diego Formation (""Lower"")",18,Piacenzian,,3.6,2.58
19750,,-82.559998,29.690001,Haile 7C,15,Early Pleistocene,,2.58,0.774
19752,,-82.099998,29.799999,Haile XVA,6,Blancan,,4.7,1.4
19753,Tamiami,-82.449997,27.366667,APAC Shell Pit,47,Blancan,,4.7,1.4
19758,,-82.676903,28.955299,Santa Fe River 1 [Blancan],1,Gelasian,,2.58,1.8
19764,Tamiami,-82.683334,27.783333,St. Petersburg Times Site,6,Blancan,,4.7,1.4
19906,,-114.900002,42.799999,Hagerman (USGS 20765),1,Blancan,,4.7,1.4
19922,Rexroad,-100.900002,37.099998,Saw Rock Canyon (Lower),2,Blancan,,4.7,1.4
19925,Rexroad,-100.300003,37.200001,Bender,1,Blancan,,4.7,1.4
19936,Rexroad,-100.300003,37.200001,Rexroad KU Locality 3,2,Blancan,,4.7,1.4
19940,Rexroad,-100.48333,37.133331,Wendell Fox Pasture,2,Blancan,,4.7,1.4
19959,,-102.400002,41.400002,Lisco Locality B,1,Blancan,,4.7,1.4
20026,Blanco,-101.279999,33.77,"Meade's Quarry 9, Crawfish Ranch",1,Blancan,,4.7,1.4
20033,,-101.633331,34.883331,Cita Canyon,1,Blancan,,4.7,1.4
20083,,-82.366669,78.550003,Strathcona Fiord,1,Early Pliocene,,5.333,3.6
20146,,-117.0,34.799999,Archer Cadiz Dry Lake,1,Irvingtonian,Rancholabrean,1.4,0.014
20206,"""unnamed sandstone""",-117.0,33.900002,California Oaks (SBCM 05.006.303),1,Irvingtonian,,1.4,0.21
20273,Manix,-117.0,34.799999,Camp Cady,24,Late Pleistocene,,0.129,0.0117
20293,,-98.099998,39.799999,Courtland Canal,6,Irvingtonian,,1.4,0.21
20302,,-78.787498,39.691666,Cumberland Cave,8,Irvingtonian,,1.4,0.21
20308,Caloosahatchee,-81.821114,27.041668,De Soto Shell Pit,5,Irvingtonian,,1.4,0.21
20327,Turlock Lake,-120.195831,37.056667,Fairmead Landfill,7,Irvingtonian,,1.4,0.21
20334,,-82.0,26.9,Forsberg Shell Pit,7,Irvingtonian,,1.4,0.21
20342,Seymour,-99.5,33.75,Gilliland,1,Irvingtonian,,1.4,0.21
20350,,-82.566666,29.683332,Haile 16A,27,Irvingtonian,,1.4,0.21
20354,,-77.199997,39.799999,Hanover Quarry No. 1 Fissure,2,Irvingtonian,,1.4,0.21
20358,Alamosa,-105.75,37.366669,Hansen Bluff CG,1,Middle Pleistocene,,0.774,0.129
20370,Alamosa,-105.75,37.366669,Hansen Bluff TS,1,Middle Pleistocene,,0.774,0.129
20384,,-82.68,29.0,Inglis IA,65,Gelasian,,2.58,1.8
20385,,-82.668053,29.011944,Inglis 1C,26,Irvingtonian,,1.4,0.21
20387,,-121.959999,37.529999,Irvington,1,Irvingtonian,,1.4,0.21
20389,,-99.866669,45.433334,Java,1,Irvingtonian,,1.4,0.21
20398,,-82.199997,28.799999,Lecanto 2A,24,Rancholabrean,,0.21,0.014
20400,Bermont,-82.5,27.700001,Leisey Shell Pit 1A,34,Calabrian,,1.8,0.774
20415,,-82.599998,29.4,McLeod Limerock Mine,8,Irvingtonian,,1.4,0.21
20426,Crooked Creek,-100.300003,37.200001,Nash (UM-K1-71),1,Irvingtonian,,1.4,0.21
20431,San Antonio,-122.133331,37.75,Oak Knoll Naval Hospital,1,Irvingtonian,,1.4,0.21
20440,Fort Thompson,-82.800003,27.799999,Oldsmar Pit 1 (Pleistocene),8,Rancholabrean,,0.21,0.014
20445,,-110.800003,31.700001,Papago Springs Cave (Section 1 Unit 4),1,Irvingtonian,,1.4,0.21
20491,,-82.300003,29.1,Reddick IA,51,Rancholabrean,,0.21,0.014
